83,19,202,111,Miguel ngel Almachi Condo,Small Forward,Morehead St,PAC-12
84,18,190,90,Hugo Miguel Pereira de Almeida,Point Guard,St Peter's,SEC
85,20,189,118,Bengt-Olov Almstedt,Shooting Guard,Marquette,BIG 12
86,20,205,137,Manuel Alonso de Areyzaga,Point Guard,N Illinois,Sun Belt
87,22,211,82,Andrey Igorevich Alshan,Small Forward,UC Santa Barbara,Atlantic Coast
88,20,198,138,Lucas Alubaha,Center,Siena,Mid-American
89,20,216,138,Francisco Jos lvarez,Center,Ball St,Conference USA
90,19,184,93,Luis lvarez de Cervera,Shooting Guard,UT San Antonio,ACC
91,22,199,96,Giorgio Alver,Power Forward,Kansas,FBS
92,18,219,94,Ihab Aly,Small Forward,Tarleton St,SEC
93,22,184,86,Carlos Amado Kohli,Small Forward,Boston College,PAC-12
94,19,181,110,Jaime Amat Fontanals,Shooting Guard,WKU,Conference USA
95,21,196,93,Mubarak Ismail Amber,Power Forward,Charlotte,Mid-American
96,18,210,125,Zdzisaw Stanisaw Ambroziak,Point Guard,Auburn,Sun Belt
97,22,206,84,Mohamed Ameur,Center,Georgia,Mountain West
98,20,197,116,Pantelis Amiras,Power Forward,Tarleton St,SEC
99,22,206,85,Florent Amodio,Small Forward,Northern Iowa,BIG 12
100,19,185,130,Edgar Montague Amphlett,Center,IL Chicago,PAC-12
101,18,217,135,Mauritz Amundsen,Power Forward,UT Arlington,Conference USA
102,21,190,131,Viktor An,Point Guard,Tennessee Tech,Mountain West
103,19,195,117, Nikolaos   Nikos   Anastasiadis ,Small Forward,Gardner Webb,SEC
104,18,201,115,Thomas Andergassen,Shooting Guard,SUNY Albany,Atlantic Coast
105,21,217,107,Jens Christian Ludvig Pedersen   Kristian   Andersen   Bt  ,Small Forward,E Washington,SEC
106,22,210,106,Johan Vilhelm Andersen,Point Guard,Birmingham So,PAC-12
107,20,202,128,Vagn Peter Michael Andersen,Small Forward,IUPUI,Mid-American
108,20,193,118, Isaac J.   Ike   Anderson ,Shooting Guard,Florida St,Sun Belt
109,18,220,135,John Scott Anderson,Small Forward,Illinois St,BIG 10
110,20,196,115,Berndt Ingemar Andersson,Power Forward,Purdue,Conference USA
111,22,192,129, Johan Gottfrid   John   Andersson ,Center,E Michigan,Conference USA
112,18,181,90, Bo Mikael   Michael   Andersson ,Shooting Guard,Centenary,Mid-American
113,20,200,84,Sven Gustav Andersson,Power Forward,Savannah St,Sun Belt
114,20,182,110,Daniel Andrade,Center,Missouri,SEC
115,18,193,121,Andreac,Point Guard,San Jose St,BIG 10
116,19,189,111, Munrezzan   Mezzi   Andreossi ,Point Guard,SF Austin,BIG 10
117,22,215,107, Arthur Lincoln   Art   Andrew ,Point Guard,Cincinnati,BIG 12
118,18,215,131,Vladimir Mikhaylovich Andreyev,Power Forward,Appalachian St,ACC
119,19,212,136,Nikolay Yefimovich Andrianov,Small Forward,San Francisco,Mountain West
120,22,218,132,John Samuel Andru,Shooting Guard,Toledo,Atlantic Coast
121,18,203,105,Krasimir Anev,Point Guard,Vanderbilt,BIG 12
122,22,182,102, Paulino Angelino   ngelo   de Souza ,Point Guard,Miami FL,Mountain West
123,21,196,134,Peter Angerer,Center,UAB,Atlantic Coast
124,19,191,89,Paolo Angioni,Small Forward,SF Austin,BIG 10
125,19,197,81,Yevgeny Anikin,Power Forward,Fresno St,FBS
126,18,204,86,Martin Annen,Shooting Guard,Florida A&M,Mountain West
127,21,216,97,Helmut Anschtz,Center,Bucknell,FBS
128,18,206,99,Zsolt Antal,Shooting Guard,Kansas St,Mountain West
129,20,187,106,Salvatore Antibo,Small Forward,Nicholls St,Sun Belt
130,21,199,90,Oleg Vladimirovich Antonenko,Center,New Hampshire,PAC-12
131,18,183,83,Hans Bertil Augustin Antonsson,Point Guard,TCU,FBS
132,22,212,134,Nnamdi Lucky Anusim,Power Forward,Oklahoma,Atlantic Coast
133,22,198,127,Joseph Aoun,Power Forward,IUPUI,Mid-American
134,22,190,98,Tiago Andr Barata Feio Peixoto Apolnia,Small Forward,Delaware St,ACC
135,21,198,120, William Reuben   Willie   Applegarth ,Point Guard,Troy,BIG 10
136,22,192,108,Rubn Arado Gonzlez,Point Guard,IL Chicago,PAC-12
137,18,191,80,Ricardo Anibal Araneda Aviles,Power Forward,MTSU,PAC-12
138,22,183,81,Jorge Aranzamendi Torres,Shooting Guard,Cent Arkansas,Mid-American
139,18,202,120,Victor Arbez,Shooting Guard,Hampton,Atlantic Coast
140,18,183,86,Simon David Archer,Small Forward,Georgia,Mountain West
141,21,203,127,Miguel Arellano Moreno,Center,Weber St,Mountain West
142,20,220,128,Luis Felipe Areta Sampriz,Power Forward,Washington St,BIG 10
143,18,192,100,Agustn Argote Marqunez,Power Forward,Purdue,Conference USA
144,20,192,106,Jean-Claude Arifon,Center,Florida Intl,Mountain West
145,22,199,89,Vadim Arkhipchuk,Point Guard,Duquesne,BIG 12
146,19,184,81,Egidio Armelloni,Power Forward,St Joseph's PA,FBS
147,18,202,127,Lance Edward Armstrong   Gunderson-  ,Center,ETSU,ACC
148,19,180,114,Lasse Arnesen,Small Forward,W Michigan,FBS
149,18,207,103,Fernand Clment Arnout,Center,North Carolina,PAC-12
150,19,182,136,Hugo Michael Arrambide,Small Forward,Gardner Webb,SEC
151,18,208,123,Miguel Arroyo Prez,Shooting Guard,San Diego,FBS
152,22,203,122, Alexander Vladimirovich   Sasha   Artemev ,Point Guard,WI Green Bay,SEC
153,20,213,125,Mikhail Vasilyevich Artyukhov,Power Forward,Duke,ACC
154,22,180,108,Skinnar Lars-Gran Arwidson,Shooting Guard,New Orleans,SEC
155,22,220,100,Tony J. Asamali,Small Forward,Troy,BIG 10
156,18,195,133,Hansjrg Aschenwald,Point Guard,Oklahoma,Atlantic Coast
157,18,211,136,Michael James Ashcroft,Center,Stetson,Atlantic Coast
158,22,219,86, Gerald Howard   Gerry   Ashworth ,Shooting Guard,Old Dominion,FBS
159,20,205,103,Muhammad Havildar Aslam,Shooting Guard,Birmingham So,PAC-12
160,18,217,107,Georgios Aspiotis,Small Forward,New Hampshire,PAC-12
161,21,209,140,Armin Ignaz Assinger,Power Forward,Denver,Sun Belt
162,19,202,108,Casimiro Asumu Nze,Power Forward,Mississippi,Mid-American
163,19,211,105,Nikolay Kalinkov Atanasov,Power Forward,PFW,PAC-12
164,21,191,89,Courtney Andrew Atherly,Center,Niagara,ACC
165,20,220,84,Igor Stepanovich Atrokhov,Shooting Guard,North Florida,ACC
166,22,185,84,Aloysius Atuegbu,Shooting Guard,McNeese St,SEC
167,20,196,123,Michel Audoin,Shooting Guard,PFW,PAC-12
168,21,208,86,Jean-Marc Augustin,Power Forward,Idaho,PAC-12
169,22,214,101,Philippe Aurox,Shooting Guard,Kansas St,Mountain West
170,20,219,85, Antti-Matias Antero   Antti   Autti ,Shooting Guard,Coppin St,PAC-12
171,19,186,91,Giuseppe Avellone,Center,Bryant,SEC
172,19,214,132,Rgis Trois de vila,Shooting Guard,Longwood,Sun Belt
173,22,182,110,Mohd Azizulhasni Awang,Shooting Guard,Youngstown St,Conference USA
174,22,190,107,Rafael Axpe Elejalde,Point Guard,Seattle,Sun Belt
175,20,206,94,Jacques Aye Abehi,Center,Southern Univ,Mid-American
176,19,211,140,David Valeryevich Ayrapetyan,Power Forward,Arkansas,ACC
177,22,186,99,Albert Azaryan,Shooting Guard,FL Atlantic,BIG 12
178,19,205,119,Orlando Trindade da Ressurreio Ferreira Azinhais,Power Forward,Montana St,FBS
179,19,204,83,Omar Azzeb,Point Guard,Wagner,BIG 12
180,21,199,124,Jaroslav Bba,Shooting Guard,Stetson,Atlantic Coast
181,22,191,118,Ryan Guno Babel,Power Forward,Mt St Mary's,PAC-12
182,19,190,95,Sergey Babikov,Center,CS Fullerton,FBS
183,18,203,136,Orlando Baccino Granja,Center,VCU,BIG 10
184,22,217,83,Hovhannes Bachkov,Power Forward,Wagner,BIG 12
185,21,187,83, Ulrich   Ueli   Bachmann ,Shooting Guard,UT San Antonio,ACC
186,20,210,113,Emil Isidor Backenius   -Palasmaa  ,Shooting Guard,E Michigan,Conference USA
187,18,214,118,Lars Nicklas Bckstrm,Small Forward,California,Mountain West
188,19,219,111,Sunday Bada,Small Forward,Georgia Tech,ACC
189,21,189,121, Josef   Pepi   Bader ,Shooting Guard,San Jose St,BIG 10
190,18,220,115,Hassan Ahmed Badra,Point Guard,Wagner,BIG 12
191,18,215,131, Robert Frdrik Louis   Bob   Baetens ,Small Forward,CS Northridge,Sun Belt
192,21,192,96,Mohammad Bagheri Motamed,Shooting Guard,Idaho St,BIG 12
193,19,212,98,Mohamed Faizal Baharom,Small Forward,Akron,FBS
194,22,215,102,Paul Rudolf Baier,Shooting Guard,UNC Wilmington,Mid-American
195,19,211,90,Emmanuel McDonald Bailey,Small Forward,Winthrop,Sun Belt
196,20,181,89, Malcolm David   Mal   Baird ,Point Guard,Kansas St,Mountain West
197,22,183,92,Romano Bajlo,Power Forward,Old Dominion,FBS
198,22,208,80,Philip John Baker   -Noel-Baker  ,Power Forward,Armstrong St,FBS
199,18,184,125,Hamada Mohamed Bakir El-Nakib,Center,NC A&T,Atlantic Coast
200,22,187,99,Jen Bakos,Shooting Guard,NJIT,BIG 12
201,22,192,132,Lev Nikolayevich Balandin,Point Guard,Wright St,Conference USA
202,22,187,85,Nikolay Fyodorovich Balboshin,Center,Delaware,BIG 12
203,21,202,128,Matteo Baldacci,Point Guard,Brooklyn,BIG 12
204,22,218,131, Randolph Benito   Johnny   Balentina ,Point Guard,Tarleton St,SEC
205,19,181,81, Nikolaus   Klaus   Balkenhol ,Shooting Guard,Detroit,SEC
206,21,212,134,Ivar Eugen Ballangrud   Eriksen-  ,Power Forward,Tulsa,Mountain West
207,21,213,128,Ioannis Ballis,Center,Washington,Sun Belt
208,21,195,96,Ambrus Balogh,Power Forward,Jackson St,Conference USA
209,18,195,132,Anders Lennart Blter,Center,San Francisco,Mountain West
210,21,186,81,Ivano Bamberghi,Point Guard,Oregon,ACC
211,21,204,107,Leszek Bandach,Power Forward,VMI,FBS
212,18,199,101,Ognyan Bangiev,Shooting Guard,George Mason,Sun Belt
213,19,213,90,Ondej Bank,Point Guard,Youngstown St,Conference USA
214,20,213,116,Alan Bannister,Point Guard,Delaware,BIG 12
215,18,184,85,Helmut Bantz,Shooting Guard,UT Arlington,Conference USA
216,21,183,101,Samir Bara,Center,W Salem St,BIG 10
217,19,211,91,Max Barandun,Point Guard,South Carolina,Mountain West
218,22,218,100,Joseph Baras,Center,Air Force,Conference USA
219,21,193,114,Darren Barber,Power Forward,Mercer,Mid-American
220,18,206,90,Dario Barbosa,Small Forward,MD E Shore,ACC
221,18,197,116,Edward Barcik,Center,Centenary,Mid-American
222,20,205,117,Fredy Jos Bareiro Gamarra,Power Forward,Wofford,ACC
223,18,181,117,Renzo Bariviera,Point Guard,Merrimack,Sun Belt
224,19,218,111,Bernd Barleben,Point Guard,Arkansas,ACC
225,20,218,97,George Barnes,Point Guard,LIU Brooklyn,Conference USA
226,20,212,104,Bengt Baron,Center,Howard,Mid-American
227,19,210,136,Nagib Barrak,Center,Kent,Sun Belt
228,20,196,126,Miguel Angel Barrenechea,Shooting Guard,Coppin St,PAC-12
229,22,215,139,Herbert Roper Barrett,Shooting Guard,Duke,ACC
230,18,191,122,Pablo Jos Barrios Linares,Power Forward,Rice,FBS
231,18,220,118,Luis A. Barrufa Casenave,Small Forward,William & Mary,PAC-12
232,18,197,127,Dmitry Nikolayevich Barsuk,Power Forward,Rider,BIG 12
233,22,212,92,Krisztin Brtfai,Small Forward,Southern Utah,Conference USA
234,19,210,102,Christopher Bartle,Power Forward,Portland,BIG 10
235,22,190,100,Gnter Bartnik,Point Guard,Butler,Mid-American
236,20,198,86,Jan Bartosik,Point Guard,ULM,ACC
237,20,188,81,Norbelis Brzaga Vzquez,Point Guard,S Dakota St,FBS
238,22,216,105,Jaime Bascon,Small Forward,Lipscomb,Conference USA
239,19,199,137,Igor Mikhaylovich Basinsky,Center,Baylor,PAC-12
240,22,216,133,Piotr Basta,Center,Abilene Chr,PAC-12
241,22,213,93,Joseph Batangdon,Shooting Guard,WKU,Conference USA
242,22,213,119,Slavcho Todorov Batinkov,Power Forward,Louisiana,Conference USA
243,22,206,138,Ivan Btory,Point Guard,Rhode Island,Mountain West
244,21,214,122,Walter Whall Battiss,Point Guard,Hawaii,SEC
245,21,194,97,Robert Baudinne,Small Forward,Louisville,SEC
246,20,215,122, Hans Jacob   Jack   Bauer ,Center,Ball St,Conference USA
247,21,194,84,Robert Bauer,Small Forward,Towson,Mid-American
248,21,198,101,Christian Baumann,Center,George Mason,Sun Belt
249,19,184,84,Lewis Christopher Edward Baumer,Power Forward,George Mason,Sun Belt
250,21,193,107,Henri Baur,Point Guard,New Orleans,SEC
251,22,217,86,Mirko Bave,Power Forward,San Diego,FBS
252,20,188,80,Alaattin Baydar,Point Guard,Arizona,Mountain West
253,18,210,101,John Baylon,Shooting Guard,Mississippi St,BIG 12
254,20,180,88,Leonid Anatolievich Bazan,Point Guard,Creighton,SEC
255,18,211,87,Gian Bazzi,Shooting Guard,Jacksonville St,Conference USA
256,19,184,115,James George Beale,Center,SE Missouri St,PAC-12
257,22,202,123,Jean-Guillaume Batrix,Shooting Guard,Florida A&M,Mountain West
258,22,195,87,Maxime Eugne Ren Beaumont,Point Guard,W Illinois,Mid-American
259,19,213,95,Luigi Beccali,Power Forward,Pepperdine,BIG 10
260,19,185,130,John Andrew Becht,Shooting Guard,Howard,Mid-American
261,18,213,108,Waldemar Beck,Small Forward,Yale,Atlantic Coast
262,21,203,126, Thomas Michael   Tom   Becker ,Shooting Guard,Clemson,BIG 10
263,18,220,88, Richard Andrew   Dick   Beckner ,Power Forward,St Joseph's PA,FBS
264,22,191,97,Vclav Bev,Shooting Guard,Gonzaga,Conference USA
265,18,219,130,Vladimr Bedn,Point Guard,Louisiana,Conference USA
266,19,181,104,Ludger Beerbaum,Power Forward,Toledo,Atlantic Coast
267,21,187,120,Milan Begovi,Power Forward,Oregon,ACC
268,20,193,86,Matthias Behr,Small Forward,Southern Utah,Conference USA
269,18,188,132,Gnter Beier,Power Forward,Davidson,FBS
270,19,218,93,Nicolae Bejenaru,Center,Cent Arkansas,Mid-American
271,22,180,127,Aleksandr Vladimirovich Beketov,Power Forward,Purdue,Conference USA
272,21,202,86,Branko Belai,Center,UC Santa Barbara,Atlantic Coast
273,21,217,85,Mathew Belcher,Power Forward,Butler,Mid-American
274,22,198,122,Svetomir Beli,Power Forward,Centenary,Mid-American
275,22,196,128,Andrew Graham Bell,Small Forward,Oklahoma,Atlantic Coast
276,22,201,96,Hicham Bellani,Point Guard,Fresno St,FBS
277,20,203,138,Uwe Bellmann,Power Forward,SE Missouri St,PAC-12
278,20,213,81, Alessandro   Sandro   Bellucci ,Center,Pepperdine,BIG 10
279,22,192,128,Vasile Belous,Shooting Guard,Oakland,Mid-American
280,21,182,113,Richard Belvin,Small Forward,Delaware,BIG 12
281,20,216,82,Christian Belz,Center,Northwestern LA,Conference USA
282,21,211,125,Itzhak Ben David,Power Forward,Northern Iowa,BIG 12
283,22,185,102,Naoufel Ben Rabah,Power Forward,Loy Marymount,ACC
284,22,192,94, Stylianos   Stelios   Benardis ,Shooting Guard,Weber St,Mountain West
285,22,182,106,Jnos Bencze,Small Forward,IL Chicago,PAC-12
286,18,210,119,Enrico Benedetti,Small Forward,East Carolina,ACC
287,18,193,81,Andrea Benelli,Power Forward,Northern Arizona,Mountain West
288,20,210,119,Per Hkan Bengtsson,Small Forward,CS Fullerton,FBS
289,19,181,125,Carlos Bentez Surez,Small Forward,SE Missouri St,PAC-12
290,22,202,136,Edwin Johannes Benne,Point Guard,Duke,ACC
291,18,191,94,Todd Anthony Bennett,Center,Baylor,PAC-12
292,20,193,83, Robert   Robin   Benson ,Shooting Guard,Tulane,FBS
293,18,204,94,Dante Francisco Benvenuti Lenardon,Shooting Guard,UTEP,FBS
294,19,213,119,Ji Beran,Power Forward,Tulane,FBS
295,22,217,126,Meinrad Berchtold,Power Forward,Louisville,SEC
296,20,187,89,Tom Berdych,Shooting Guard,Duquesne,BIG 12
297,21,194,86,Sergey Mikhaylovich Berestovsky,Shooting Guard,St Francis NY,BIG 10
298,22,217,123,Lars Fredrik Berg,Power Forward,Sam Houston St,BIG 10
299,21,185,90,Klemen Bergant,Small Forward,Lamar,BIG 12
300,18,195,120, Isaac   Ike   Berger ,Shooting Guard,Montana,PAC-12
301,18,190,118,Karl Ebbe Bergh,Center,E Michigan,Conference USA
302,19,195,103,Fernand Bergmann,Small Forward,G Washington,Mountain West
303,19,185,95,Lars Anders Bergstrm,Point Guard,Colgate,ACC
304,21,200,112,Vctorino M. Beristain,Small Forward,Wofford,ACC
305,22,197,130, Francisco Javier   Paco   Bermejo Caballero ,Center,Duquesne,BIG 12
306,22,201,89,Pablo Aitor Bernal Rosique,Shooting Guard,Howard,Mid-American
307,22,181,103,Norberto Bernrdez vila,Small Forward,Massachusetts,Sun Belt
308,19,193,106,Pter Bernek,Point Guard,Maine,Conference USA
309,22,219,93,William Eldred Berntsen,Center,UT Arlington,Conference USA
310,19,182,136,Jorge Berroeta,Center,Bowling Green,FBS
311,18,215,116,Paul Ludvig Laurits Berth,Power Forward,UT Arlington,Conference USA
312,18,204,97, Ruggero Thomas   Red   Berti ,Shooting Guard,Bellarmine,PAC-12
313,18,181,139,Oscar Bertone,Power Forward,BYU,BIG 10
314,21,219,118,John Edwin Bertrand,Shooting Guard,TCU,FBS
315,19,194,117,Ivars Brzups,Center,Duquesne,BIG 12
316,21,193,109,Gennady Petrovich Bessonov,Small Forward,Air Force,Conference USA
317,22,183,139,Bruno Bethlem de Amorim,Point Guard,Xavier,Mid-American
318,20,180,139,Todd Mervyn Betts,Shooting Guard,Howard,Mid-American
319,18,207,126,Lopold Louis Camille Bvire,Power Forward,Northern Arizona,Mountain West
320,18,186,90,Chala Beyo Techo,Small Forward,Miami FL,Mountain West
321,22,188,97,Nenad Beik,Point Guard,Grand Canyon,FBS
322,18,189,96,Mahesh Shrinivas Bhupathi,Shooting Guard,Binghamton,BIG 12
323,22,204,107,Juan Carlos Bianchi Pacheco,Small Forward,Niagara,ACC
324,18,208,122,Xvia Biinavili,Shooting Guard,Tulsa,Mountain West
325,19,188,115,Paul Biedermann,Center,St Louis,Atlantic Coast
326,21,204,100,Franco Bieler,Shooting Guard,Missouri,SEC
327,18,204,100,Michel Biet,Small Forward,Liberty,Conference USA
328,21,211,118,Radik Bikchentayev,Point Guard,UCLA,BIG 12
329,19,200,119, Jochum Victor   Jock   Bilger ,Shooting Guard,Tarleton St,SEC
330,20,211,133,Arne Kristian Billkvam,Small Forward,Illinois St,BIG 10
331,20,202,107,Jaroslav Bm,Power Forward,Long Beach St,Atlantic Coast
332,22,184,84,Soon Mustafa bin Karim,Point Guard,Cincinnati,BIG 12
333,19,183,138,Jrg Biner,Shooting Guard,UCLA,BIG 12
334,19,198,115,Beni Bertrand Binobagira,Shooting Guard,Old Dominion,FBS
335,21,208,111,Harishchandra Madhavrao Birajdar,Center,Savannah St,Sun Belt
336,22,204,139,Yakup Kadri Birinci,Power Forward,UT San Antonio,ACC
337,19,183,122, Andreas   Andi   Birnbacher ,Center,William & Mary,PAC-12
338,22,199,136,Fernando Biscaccianti,Small Forward,Siena,Mid-American
339,21,217,83,Matteo Bisiani,Center,Okla City,Atlantic Coast
340,19,197,86,Zoltn Bitskey,Power Forward,Manhattan,BIG 12
341,20,219,133,smundur Bjarnason,Shooting Guard,S Dakota St,FBS
342,20,188,126,Carl Torolf Tnnes Bjrkman,Point Guard,Buffalo,Mountain West
343,20,204,140,Ib Bjrke,Point Guard,Boise St,BIG 10
344,21,191,134,Svenn Erik Bjrnstad,Point Guard,SE Missouri St,PAC-12
345,20,199,106,Brian Reginald Blackburn,Center,Rider,BIG 12
346,19,203,99,Mrgrit Blgescu,Point Guard,Duke,ACC
347,19,186,133,George Bernard Blake,Power Forward,F Dickinson,Mountain West
348,20,185,122,Chris Blanchard,Point Guard,Abilene Chr,PAC-12
349,19,185,85,Peter Blang,Point Guard,Iona,Conference USA
350,21,204,108,Ettore Blasi,Shooting Guard,Loyola MD,Conference USA
351,22,198,122,Miloslav Blaek,Center,Towson,Mid-American
352,18,182,95, Charles Edward   Joe   Blewitt ,Point Guard,Weber St,Mountain West
353,21,211,98,Carlos Samuel Blixen Abella,Center,Oral Roberts,SEC
354,21,182,122,Rens Blom,Center,American Univ,Sun Belt
355,19,200,96, Ossian Olavi   Ossi   Blomqvist ,Point Guard,Louisiana,Conference USA
356,18,218,130,Acee Blue Eagle,Center,Texas Tech,ACC
357,18,201,118,Aaron Blunck,Shooting Guard,Longwood,Sun Belt
358,22,214,140, Christopher Miles   Chris   Boardman ,Shooting Guard,NC State,FBS
359,20,219,90,Anatoly Bobkov,Shooting Guard,Iowa,ACC
360,20,188,102,Wiesaw Bocheski,Point Guard,La Salle,BIG 10
361,19,204,84,Claudio Bckli,Small Forward,UT Arlington,Conference USA
362,21,202,136,Peter Boden,Small Forward,FL Atlantic,BIG 12
363,18,200,101,Andrs Bodnr,Shooting Guard,ULM,ACC
364,19,209,82,Grzegorz Bodziana,Point Guard,Colorado St,Mountain West
365,18,216,133,Tjeerd Albert Boersma,Point Guard,Southern Miss,ACC
